Name,Type,FLOPs,CPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
/model.0/conv/Conv,Conv,367001600,2.59%,26215296,11.86%,448,0.01%,1x3x640x640,1x16x640x640
/model.0/act/Sigmoid,Sigmoid,419430400,2.96%,26214400,11.86%,0,0.00%,1x16x640x640,1x16x640x640
/model.0/act/Mul,Mul,13107200,0.09%,26214400,11.86%,0,0.00%,1x16x640x640,1x16x640x640
/model.1/MaxPool,MaxPool,13107200,0.09%,6553600,2.97%,0,0.00%,1x16x640x640,1x16x320x320
/model.2/conv/Conv,Conv,950272000,6.70%,13116480,5.93%,4640,0.05%,1x16x320x320,1x32x320x320
/model.2/act/Sigmoid,Sigmoid,209715200,1.48%,13107200,5.93%,0,0.00%,1x32x320x320,1x32x320x320
/model.2/act/Mul,Mul,6553600,0.05%,13107200,5.93%,0,0.00%,1x32x320x320,1x32x320x320
/model.3/MaxPool,MaxPool,6553600,0.05%,3276800,1.48%,0,0.00%,1x32x320x320,1x32x160x160
/model.4/conv/Conv,Conv,946995200,6.67%,6590592,2.98%,18496,0.21%,1x32x160x160,1x64x160x160
/model.4/act/Sigmoid,Sigmoid,104857600,0.74%,6553600,2.97%,0,0.00%,1x64x160x160,1x64x160x160
/model.4/act/Mul,Mul,3276800,0.02%,6553600,2.97%,0,0.00%,1x64x160x160,1x64x160x160
/model.5/MaxPool,MaxPool,3276800,0.02%,1638400,0.74%,0,0.00%,1x64x160x160,1x64x80x80
/model.6/conv/Conv,Conv,945356800,6.66%,3424512,1.55%,73856,0.83%,1x64x80x80,1x128x80x80
/model.6/act/Sigmoid,Sigmoid,52428800,0.37%,3276800,1.48%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/act/Mul,Mul,1638400,0.01%,3276800,1.48%,0,0.00%,1x128x80x80,1x128x80x80
/model.7/MaxPool,MaxPool,1638400,0.01%,819200,0.37%,0,0.00%,1x128x80x80,1x128x40x40
/model.8/conv/Conv,Conv,944537600,6.66%,2228736,1.01%,295168,3.33%,1x128x40x40,1x256x40x40
/model.8/act/Sigmoid,Sigmoid,26214400,0.18%,1638400,0.74%,0,0.00%,1x256x40x40,1x256x40x40
/model.8/act/Mul,Mul,819200,0.01%,1638400,0.74%,0,0.00%,1x256x40x40,1x256x40x40
/model.9/MaxPool,MaxPool,819200,0.01%,409600,0.19%,0,0.00%,1x256x40x40,1x256x20x20
/model.10/conv/Conv,Conv,944128000,6.65%,3179520,1.44%,1180160,13.30%,1x256x20x20,1x512x20x20
/model.10/act/Sigmoid,Sigmoid,13107200,0.09%,819200,0.37%,0,0.00%,1x512x20x20,1x512x20x20
/model.10/act/Mul,Mul,409600,0.00%,819200,0.37%,0,0.00%,1x512x20x20,1x512x20x20
/model.12/MaxPool,MaxPool,1638400,0.01%,819200,0.37%,0,0.00%,1x512x21x21,1x512x20x20
/model.13/conv/Conv,Conv,3775692800,26.61%,11077632,5.01%,4719616,53.19%,1x512x20x20,1x1024x20x20
/model.13/act/Sigmoid,Sigmoid,26214400,0.18%,1638400,0.74%,0,0.00%,1x1024x20x20,1x1024x20x20
/model.13/act/Mul,Mul,819200,0.01%,1638400,0.74%,0,0.00%,1x1024x20x20,1x1024x20x20
/model.14/conv/Conv,Conv,209920000,1.48%,934400,0.42%,262400,2.96%,1x1024x20x20,1x256x20x20
/model.14/act/Sigmoid,Sigmoid,6553600,0.05%,409600,0.19%,0,0.00%,1x256x20x20,1x256x20x20
/model.14/act/Mul,Mul,204800,0.00%,409600,0.19%,0,0.00%,1x256x20x20,1x256x20x20
/model.15/conv/Conv,Conv,944128000,6.65%,3179520,1.44%,1180160,13.30%,1x256x20x20,1x512x20x20
/model.16/conv/Conv,Conv,26316800,0.19%,270592,0.12%,32896,0.37%,1x256x20x20,1x128x20x20
/model.15/act/Sigmoid,Sigmoid,13107200,0.09%,819200,0.37%,0,0.00%,1x512x20x20,1x512x20x20
/model.16/act/Sigmoid,Sigmoid,3276800,0.02%,204800,0.09%,0,0.00%,1x128x20x20,1x128x20x20
/model.15/act/Mul,Mul,409600,0.00%,819200,0.37%,0,0.00%,1x512x20x20,1x512x20x20
