Name,Type,FLOPs,CPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
/model.0/conv/Conv,Conv,22937600,0.94%,1639296,2.39%,448,0.01%,1x3x320x320,1x16x160x160
/model.0/act/Sigmoid,Sigmoid,26214400,1.07%,1638400,2.39%,0,0.00%,1x16x160x160,1x16x160x160
/model.0/act/Mul,Mul,819200,0.03%,1638400,2.39%,0,0.00%,1x16x160x160,1x16x160x160
/model.1/conv/Conv,Conv,59392000,2.43%,828480,1.21%,4640,0.15%,1x16x160x160,1x32x80x80
/model.1/act/Sigmoid,Sigmoid,13107200,0.54%,819200,1.19%,0,0.00%,1x32x80x80,1x32x80x80
/model.1/act/Mul,Mul,409600,0.02%,819200,1.19%,0,0.00%,1x32x80x80,1x32x80x80
/model.2/cv1/conv/Conv,Conv,13516800,0.55%,821312,1.20%,1056,0.03%,1x32x80x80,1x32x80x80
/model.2/cv1/act/Sigmoid,Sigmoid,13107200,0.54%,819200,1.19%,0,0.00%,1x32x80x80,1x32x80x80
/model.2/cv1/act/Mul,Mul,409600,0.02%,819200,1.19%,0,0.00%,1x32x80x80,1x32x80x80
/model.2/Split,Split,0,0.00%,819216,1.19%,2,0.00%,1x32x80x80,1x16x80x80
/model.2/m.0/cv1/conv/Conv,Conv,29696000,1.21%,414240,0.60%,2320,0.07%,1x16x80x80,1x16x80x80
/model.2/m.0/cv1/act/Sigmoid,Sigmoid,6553600,0.27%,409600,0.60%,0,0.00%,1x16x80x80,1x16x80x80
/model.2/m.0/cv1/act/Mul,Mul,204800,0.01%,409600,0.60%,0,0.00%,1x16x80x80,1x16x80x80
/model.2/m.0/cv2/conv/Conv,Conv,29696000,1.21%,414240,0.60%,2320,0.07%,1x16x80x80,1x16x80x80
/model.2/m.0/cv2/act/Sigmoid,Sigmoid,6553600,0.27%,409600,0.60%,0,0.00%,1x16x80x80,1x16x80x80
/model.2/m.0/cv2/act/Mul,Mul,204800,0.01%,409600,0.60%,0,0.00%,1x16x80x80,1x16x80x80
/model.2/m.0/Add,Add,204800,0.01%,409600,0.60%,0,0.00%,1x16x80x80,1x16x80x80
/model.2/cv2/conv/Conv,Conv,20070400,0.82%,822336,1.20%,1568,0.05%,1x48x80x80,1x32x80x80
/model.2/cv2/act/Sigmoid,Sigmoid,13107200,0.54%,819200,1.19%,0,0.00%,1x32x80x80,1x32x80x80
/model.2/cv2/act/Mul,Mul,409600,0.02%,819200,1.19%,0,0.00%,1x32x80x80,1x32x80x80
/model.3/conv/Conv,Conv,59187200,2.42%,446592,0.65%,18496,0.59%,1x32x80x80,1x64x40x40
/model.3/act/Sigmoid,Sigmoid,6553600,0.27%,409600,0.60%,0,0.00%,1x64x40x40,1x64x40x40
/model.3/act/Mul,Mul,204800,0.01%,409600,0.60%,0,0.00%,1x64x40x40,1x64x40x40
/model.4/cv1/conv/Conv,Conv,13312000,0.54%,417920,0.61%,4160,0.13%,1x64x40x40,1x64x40x40
/model.4/cv1/act/Sigmoid,Sigmoid,6553600,0.27%,409600,0.60%,0,0.00%,1x64x40x40,1x64x40x40
/model.4/cv1/act/Mul,Mul,204800,0.01%,409600,0.60%,0,0.00%,1x64x40x40,1x64x40x40
/model.4/Split,Split,0,0.00%,409616,0.60%,2,0.00%,1x64x40x40,1x32x40x40
/model.4/m.0/cv1/conv/Conv,Conv,29593600,1.21%,223296,0.33%,9248,0.29%,1x32x40x40,1x32x40x40
/model.4/m.0/cv1/act/Sigmoid,Sigmoid,3276800,0.13%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.0/cv1/act/Mul,Mul,102400,0.00%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.0/cv2/conv/Conv,Conv,29593600,1.21%,223296,0.33%,9248,0.29%,1x32x40x40,1x32x40x40
/model.4/m.0/cv2/act/Sigmoid,Sigmoid,3276800,0.13%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.0/cv2/act/Mul,Mul,102400,0.00%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.0/Add,Add,102400,0.00%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.1/cv1/conv/Conv,Conv,29593600,1.21%,223296,0.33%,9248,0.29%,1x32x40x40,1x32x40x40
/model.4/m.1/cv1/act/Sigmoid,Sigmoid,3276800,0.13%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.1/cv1/act/Mul,Mul,102400,0.00%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.1/cv2/conv/Conv,Conv,29593600,1.21%,223296,0.33%,9248,0.29%,1x32x40x40,1x32x40x40
/model.4/m.1/cv2/act/Sigmoid,Sigmoid,3276800,0.13%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.1/cv2/act/Mul,Mul,102400,0.00%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/m.1/Add,Add,102400,0.00%,204800,0.30%,0,0.00%,1x32x40x40,1x32x40x40
/model.4/cv2/conv/Conv,Conv,26419200,1.08%,426112,0.62%,8256,0.26%,1x128x40x40,1x64x40x40
/model.4/cv2/act/Sigmoid,Sigmoid,6553600,0.27%,409600,0.60%,0,0.00%,1x64x40x40,1x64x40x40
