Name,Type,FLOPs,CPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
/model.0/conv/Conv,Conv,267878400,2.06%,4925664,2.26%,5232,0.02%,1x3x320x320,1x48x160x160
/model.0/act/Sigmoid,Sigmoid,78643200,0.60%,4915200,2.26%,0,0.00%,1x48x160x160,1x48x160x160
/model.0/act/Mul,Mul,2457600,0.02%,4915200,2.26%,0,0.00%,1x48x160x160,1x48x160x160
/model.1/conv/Conv,Conv,532070400,4.08%,2540736,1.17%,41568,0.20%,1x48x160x160,1x96x80x80
/model.1/act/Sigmoid,Sigmoid,39321600,0.30%,2457600,1.13%,0,0.00%,1x96x80x80,1x96x80x80
/model.1/act/Mul,Mul,1228800,0.01%,2457600,1.13%,0,0.00%,1x96x80x80,1x96x80x80
/model.2/cv1/conv/Conv,Conv,59596800,0.46%,1238112,0.57%,4656,0.02%,1x96x80x80,1x48x80x80
/model.2/cv2/conv/Conv,Conv,59596800,0.46%,1238112,0.57%,4656,0.02%,1x96x80x80,1x48x80x80
/model.2/cv1/act/Sigmoid,Sigmoid,19660800,0.15%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/cv2/act/Sigmoid,Sigmoid,19660800,0.15%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/cv1/act/Mul,Mul,614400,0.00%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/cv2/act/Mul,Mul,614400,0.00%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.0/cv1/conv/Conv,Conv,30105600,0.23%,1233504,0.57%,2352,0.01%,1x48x80x80,1x48x80x80
/model.2/m/m.0/cv1/act/Sigmoid,Sigmoid,19660800,0.15%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.0/cv1/act/Mul,Mul,614400,0.00%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.0/cv2/conv/Conv,Conv,266035200,2.04%,1270368,0.58%,20784,0.10%,1x48x80x80,1x48x80x80
/model.2/m/m.0/cv2/act/Sigmoid,Sigmoid,19660800,0.15%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.0/cv2/act/Mul,Mul,614400,0.00%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.0/Add,Add,614400,0.00%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.1/cv1/conv/Conv,Conv,30105600,0.23%,1233504,0.57%,2352,0.01%,1x48x80x80,1x48x80x80
/model.2/m/m.1/cv1/act/Sigmoid,Sigmoid,19660800,0.15%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.1/cv1/act/Mul,Mul,614400,0.00%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.1/cv2/conv/Conv,Conv,266035200,2.04%,1270368,0.58%,20784,0.10%,1x48x80x80,1x48x80x80
/model.2/m/m.1/cv2/act/Sigmoid,Sigmoid,19660800,0.15%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.1/cv2/act/Mul,Mul,614400,0.00%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/m/m.1/Add,Add,614400,0.00%,1228800,0.56%,0,0.00%,1x48x80x80,1x48x80x80
/model.2/cv3/conv/Conv,Conv,119193600,0.91%,2476224,1.14%,9312,0.04%,1x96x80x80,1x96x80x80
/model.2/cv3/act/Sigmoid,Sigmoid,39321600,0.30%,2457600,1.13%,0,0.00%,1x96x80x80,1x96x80x80
/model.2/cv3/act/Mul,Mul,1228800,0.01%,2457600,1.13%,0,0.00%,1x96x80x80,1x96x80x80
/model.3/conv/Conv,Conv,531456000,4.08%,1560960,0.72%,166080,0.78%,1x96x80x80,1x192x40x40
/model.3/act/Sigmoid,Sigmoid,19660800,0.15%,1228800,0.56%,0,0.00%,1x192x40x40,1x192x40x40
/model.3/act/Mul,Mul,614400,0.00%,1228800,0.56%,0,0.00%,1x192x40x40,1x192x40x40
